date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
2016/08/18,lv,150,2223,767AsV1cQwmOU4PJG96MzO,"['Martin Solveig', 'Tkay Maidza']","['alternative r&b', 'edm', 'electro house', 'escape room', 'filter house', 'pop dance', 'vocal house', 'house', 'tropical house', 'australian hip hop', 'disco house', 'dance pop']",213211,False,Do It Right
2018/10/04,hk,178,16153,0e7ipj03S05BNilyu5bRzt,"['Post Malone', '21 Savage']","['atl hip hop', 'melodic rap', 'dfw rap', 'rap']",218146,True,rockstar (feat. 21 Savage)
2021/10/28,dk,110,68475,4pFlr2xeJO1wgwiUw6pkaJ,"['Benny Jamz', 'Gilli', 'KESI', 'B.O.C', 'Rasmus Seebach']","['classic danish pop', 'danish pop', 'danish hip hop']",170905,False,Kalder På Dig (feat. Rasmus Seebach)
2018/06/28,do,94,11594,7eWjKYlhZyM8kPz6JJ35aN,['Ozuna'],"['puerto rican pop', 'trap latino', 'reggaeton']",226704,False,Dile Que Tu Me Quieres
2016/12/08,do,38,20166,6bLopGnirdrilrpdVB6Um1,['Sia'],"['dance pop', 'australian dance', 'pop', 'australian pop']",210920,False,The Greatest
2015/01/25,my,12,32568,0VYQK5I08homNvX8SRS37R,['Alesso'],"['pop', 'pop dance', 'electro house', 'dance pop', 'tropical house', 'edm']",209866,False,Heroes (we could be)
2020/07/16,at,153,37308,1lht8jb3c6rEiVaqX94enH,['Jerome'],['german house'],185915,False,Light
2017/07/27,be,122,27208,7qs2GAglLWfxEfmO8u2u0A,['Loote'],"['nyc pop', 'pop', 'alt z', 'australian pop', 'uk pop', 'pop dance', 'electropop', 'dance pop', 'tropical house', 'pop edm', 'post-teen pop']",191240,False,High Without Your Love
2018/02/22,mt,110,2669,4iLqG9SeJSnt0cSPICSjxv,['Charlie Puth'],"['dance pop', 'viral pop', 'pop']",211475,False,Attention
2020/06/18,lt,71,8764,2gMXnyrvIjhVBUZwvLZDMP,['Lewis Capaldi'],"['pop', 'uk pop']",215106,False,Before You Go
2015/12/10,cr,135,9434,7vldwy3gdhmPRKWSCi8H61,"['Justin Bieber', 'Halsey']","['pop', 'canadian pop', 'indie poptimism', 'etherpop', 'electropop', 'dance pop']",244906,False,The Feeling
2021/09/02,es,96,510958,6Et5KimMg3IXwD6lJPGmQw,"['Alex Rose', 'Rauw Alejandro']","['puerto rican pop', 'trap latino', 'reggaeton flow', 'reggaeton']",202320,True,Me Fije
2022/05/26,il,80,50407,2ICsg0MAobTLg4VVjW2iE5,['Osher Cohen'],['israeli mediterranean'],204847,False,אהובי לב אדום
2016/05/19,sv,162,2770,0lPXFrKyl8HkdQ2E6NmNja,['Reik'],"['latin arena pop', 'mexican pop', 'latin pop']",204173,False,Ya Me Enteré
2016/07/28,tw,2,117194,0azC730Exh71aQlOt9Zj3y,"['Calvin Harris', 'Rihanna']","['pop', 'urban contemporary', 'barbadian pop', 'progressive house', 'electro house', 'house', 'uk dance', 'dance pop', 'edm']",222160,False,This Is What You Came For
2022/11/17,tw,117,74046,1y9yrb1BMEqqBaFGoMmeIV,['WeiBird'],"['taiwan singer-songwriter', 'taiwan pop', 'chinese r&b', 'mandopop']",221531,False,慢慢等
2018/02/01,be,140,31396,4v094LQ9eF10k2O2Te2ngK,['Niall Horan'],"['uk pop', 'dance pop', 'pop', 'post-teen pop']",223043,True,Too Much To Ask
2018/05/03,th,185,11116,5IWMAHpNDXeKH0aZ0YHY70,"['Earn Piyada', 'คริส หอวัง; อุ๋ย Buddha Bless']",['thai pop'],206213,False,ทำไมต้องรักเธอ
2022/02/10,ar,188,242119,65DBZofI0b79kfHTcWWDuU,['Soda Stereo'],"['latin alternative', 'argentine rock', 'ska argentino', 'post-punk argentina', 'latin rock', 'rock en espanol']",200800,False,Trátame Suavemente - Remasterizado 2007
2016/07/28,hu,139,5144,3Iyzdie1LZW22Z9S2hIvHl,['Olly Murs'],"['pop', 'uk pop', 'post-teen pop', 'talent show', 'pop dance', 'dance pop']",198480,False,You Don't Know Love
2019/02/14,lu,175,2587,5WtfUKzXircvW8l5aaVZWT,"['Julia Michaels', 'Niall Horan']","['pop', 'alt z', 'uk pop', 'electropop', 'dance pop', 'post-teen pop']",173306,False,What A Time (feat. Niall Horan)
2018/06/28,at,31,75450,4kWO6O1BUXcZmaxitpVUwp,"['Tiësto', 'Dzeko', 'Preme', 'Post Malone']","['big room', 'canadian trap', 'toronto rap', 'dfw rap', 'dutch edm', 'slap house', 'pop rap', 'trance', 'canadian hip hop', 'dance pop', 'edm', 'tropical house', 'rap', 'pop', 'melodic rap', 'pop dance', 'electro house', 'house', 'brostep', 'trap', 'trap soul', 'canadian electronic']",215759,True,Jackie Chan
2023/02/16,ng,156,31670,0lWW0X74IvjNlgY5glykvY,"['BNXN fka Buju', 'Wizkid']","['nigerian hip hop', 'afro dancehall', 'afropop', 'azonto', 'nigerian pop']",227328,True,Many Ways (feat. Wizkid)
2021/02/25,tr,98,268306,79MWhuYapVlBQ4ozGVdO6e,"['Cem Adrian', 'Hande Mehan']","['turkish pop', 'turkish singer-songwriter', 'turkish rock']",212062,False,Sen Benim Şarkılarımsın
2018/05/03,id,42,189062,5KTWREZTovnyIsWx09bxps,"['Sheryl Sheinafia', 'Rizky Febian', 'Chandra Liow']","['indonesian singer-songwriter', 'indonesian hip hop', 'indonesian pop']",179188,False,Sweet Talk
2020/02/27,sa,146,9165,4n7jnSxVLd8QioibtTDBDq,"['Alan Walker', 'Sabrina Carpenter', 'Farruko']","['pop', 'trap latino', 'latin hip hop', 'alt z', 'reggaeton', 'uk pop', 'electro house', 'dance pop', 'post-teen pop']",193797,True,On My Way
2021/12/23,lv,26,19487,2QjOHCTQ1Jl3zawyYOpxh6,['The Neighbourhood'],"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",240400,False,Sweater Weather
2017/04/20,hn,8,35400,3umS4y3uQDkqekNjVpiRUs,['Nicky Jam'],"['trap latino', 'latin hip hop', 'reggaeton']",219506,False,El Amante
2019/03/21,tw,20,108364,2qxmye6gAegTMjLKEBoR3d,['Alec Benjamin'],"['pop', 'alt z', 'electropop']",169353,False,Let Me Down Slowly
2014/10/26,it,163,20951,64tit6tIpq48NSqTMzRf2d,['James Blunt'],"['neo mellow', 'pop', 'pop rock']",286973,False,Postcards
2022/10/20,do,20,74826,79HZAZNnOE97rb2hnI0XQr,"['Rauw Alejandro', 'Lyanno', 'Brray']","['reggaeton', 'puerto rican pop', 'trap boricua', 'reggaeton flow', 'trap latino']",197101,True,LOKERA
2014/03/23,pa,10,1398,4RXpgGM7A4Hg7cFBoH5KyF,['Avicii'],"['pop rap', 'pop', 'pop dance', 'dance pop', 'edm']",255093,False,Hey Brother
2014/12/28,de,160,106010,4GqLvfkDkoFjuEoUXFUnZg,['Deichkind'],"['hamburg hip hop', 'german pop', 'german rock']",192440,False,So'ne Musik
2016/03/24,pe,43,46092,3QjkcFDVHOB4Z43esP5A8N,"['Jesse & Joy', 'Alejandro Sanz']","['latin arena pop', 'cantautor', 'spanish pop', 'latin pop', 'mexican pop', 'rock en espanol']",210733,False,No soy una de esas (feat. Alejandro Sanz)
2016/12/15,at,56,29667,3SqvR3HYLlCTYzbDXJ52OC,['LP'],"[""women's music"", 'la pop']",268105,False,Lost on You
2019/12/19,lu,18,9498,4TnFANpjVwVKWzkxNzIyFH,"['Gradur', ""Heuss L'enfoiré""]","['rap francais', 'francoton', 'french hip hop', 'pop urbaine']",188613,True,Ne reviens pas
2022/01/06,ru,113,161208,777TceiGuC1kjvAiVAHvTo,['10AGE'],['russian hip hop'],180468,True,Зоопарк
2018/03/15,do,98,11131,5GkiWPaHiiJlOHbVpTWTef,"['TYS Musica', 'Don Miguelo', 'Cromo X']","['latin hip hop', 'dembow', 'dominican pop', 'reggaeton', 'rap dominicano', 'tropical']",225608,False,Judas
2016/04/21,do,172,4201,0VCUSLQqfdEBTqlKxVh0zs,['Ricardo Arjona'],"['latin pop', 'cantautor', 'latin arena pop', 'rock en espanol']",231573,False,Lo Poco Que Tengo
2018/08/30,cr,79,30359,7m9OqQk4RVRkw9JJdeAw96,['XXXTENTACION'],"['miami hip hop', 'emo rap']",119133,True,Jocelyn Flores
2019/07/18,global,93,7465458,7anSoGdgtmJTAPZBzcPhO6,"['Dalex', 'Nicky Jam', 'Justin Quiles', 'Sech', 'Lenny Tavárez', 'Feid', 'Rafa Pabön']","['latin hip hop', 'reggaeton', 'trap argentino', 'panamanian pop', 'reggaeton colombiano', 'reggaeton flow', 'r&b en espanol', 'trap latino', 'colombian pop', 'pop reggaeton']",286506,True,Cuaderno
2016/11/03,sg,38,99585,1xznGGDReH1oQq0xzbwXa3,"['Drake', 'Wizkid', 'Kyla']","['afropop', 'canadian pop', 'uk funky', 'nigerian pop', 'toronto rap', 'azonto', 'afro dancehall', 'nigerian hip hop', 'canadian hip hop', 'hip hop', 'rap']",173986,False,One Dance
2021/05/27,cz,37,59480,7qEHsqek33rTcFNT9PFqLf,['Lewis Capaldi'],"['pop', 'uk pop']",182160,False,Someone You Loved
2021/09/16,be,173,47678,1m0UFnuTktOkksvjbF9z0m,['Vegedream'],"['french hip hop', 'francoton', 'pop urbaine']",235555,False,Ramenez la coupe à la maison
2020/11/12,nl,169,187062,7ARKAohcfw67LTdt2gTWvI,['Broederliefde'],"['dutch hip hop', 'dutch rap pop']",236866,True,Bad Habits
2017/01/19,co,38,116475,27SdWb2rFzO6GWiYDBTD9j,['Sia'],"['dance pop', 'australian dance', 'pop', 'australian pop']",211666,False,Cheap Thrills
2020/09/10,pa,112,16675,24Yi9hE78yPEbZ4kxyoXAI,"['SAINt JHN', 'Imanbek']","['melodic rap', 'pop dance', 'electro house', 'slap house', 'dance pop', 'edm', 'tropical house', 'trap', 'rap']",176840,True,Roses - Imanbek Remix
2021/08/05,pa,101,19957,343HgC6SVFtTAgMPlGoNjn,"['Daddy Yankee', 'Myke Towers', 'Jhayco']","['trap latino', 'latin hip hop', 'reggaeton']",223366,True,SÚBELE EL VOLUMEN
2018/07/19,au,134,213562,2xGjteMU3E1tkEPVFBO08U,"['Keala Settle', 'The Greatest Showman Ensemble']","['broadway', 'show tunes', 'movie tunes', 'hollywood']",234706,False,This Is Me
2022/06/02,cy,184,4191,62ke5zFUJN6RvtXZgVH0F8,['Paloma Faith'],"['british soul', 'dance pop', 'uk pop']",232893,False,Only Love Can Hurt Like This
2021/01/28,ae,9,35018,0VjIjW4GlUZAMYd2vXMi3b,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",200040,False,Blinding Lights
2016/05/05,no,65,162818,2ZyuwVvV6Z3XJaXIFbspeE,['Alessia Cara'],"['pop', 'canadian pop', 'canadian contemporary r&b', 'uk pop', 'electropop', 'dance pop', 'post-teen pop']",188493,False,Wild Things
2022/05/19,ph,109,347661,2LBqCSwhJGcFQeTHMVGwy3,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",260253,False,Die For You
2019/04/04,be,177,39792,7MPC1qtCR74fdc9jNdFHeH,['Columbine'],"['rap conscient', 'french hip hop', 'rap calme']",161360,True,C'est pas grave
2015/08/20,fr,68,82531,6fxVffaTuwjgEk5h9QyRjy,['Ed Sheeran'],"['pop', 'uk pop']",258986,False,Photograph
2021/06/03,ru,61,172678,47LqR8uKRA8WcZcSXkdAbz,['Måneskin'],"['italian pop', 'indie rock italiano']",157757,False,Morirò da Re
2018/06/14,id,40,202430,5Ek40FyMPprcvtyZDjqylX,['TWICE'],"['k-pop', 'k-pop girl group']",208238,False,What is Love?
2019/02/14,br,54,1125448,7EQpvVujgytLVY8vKiDHAg,['Ariana Grande'],"['dance pop', 'pop']",267106,False,bad idea
2017/03/09,is,32,15264,3a1lNhkSLSkpJE4MSHpDu9,"['Post Malone', 'Quavo']","['pop rap', 'southern hip hop', 'melodic rap', 'dfw rap', 'atl hip hop', 'trap', 'hip hop', 'rap']",220293,True,Congratulations
2018/11/22,lt,80,6099,78QR3Wp35dqAhFEc2qAGjE,"['Lil Baby', 'Gunna']","['melodic rap', 'atl trap', 'atl hip hop', 'trap', 'hip hop', 'rap']",145542,True,Drip Too Hard (Lil Baby & Gunna)
2022/05/19,it,25,1207016,0DpTRR4HyiDJH4Waoj9hXU,"['Sfera Ebbasta', 'Rvssian', 'Fivio Foreign']","['reggaeton flow', 'new york drill', 'reggaeton', 'trap', 'latin hip hop', 'rap', 'italian pop', 'trap italiana', 'brooklyn drill', 'trap latino', 'italian hip hop']",206101,False,Easy (feat. Fivio Foreign)
2015/05/21,ar,42,82828,5828oiHxe6DSSAuIrPSeVT,['Ricky Martin'],"['puerto rican pop', 'dance pop', 'mexican pop', 'latin pop']",230346,False,Disparo al Corazón
2019/01/17,hk,6,81132,6MWtB6iiXyIwun0YzU6DFP,['Post Malone'],"['melodic rap', 'dfw rap', 'rap']",149520,True,Wow.
2019/06/06,ec,28,90544,3H9GDhVVTlmFQSmpt51qiP,"['Paulo Londra', 'De La Ghetto', 'Justin Quiles']","['latin hip hop', 'trap argentino', 'reggaeton', 'reggaeton flow', 'argentine hip hop', 'trap latino']",268794,False,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)
2015/11/26,ec,25,28394,5tf1VVWniHgryyumXyJM7w,"['Robin Schulz', 'Francesco Yates']","['pop', 'canadian pop', 'german dance', 'pop dance', 'deep house', 'dance pop', 'tropical house', 'deep euro house', 'edm']",219043,False,Sugar (feat. Francesco Yates)
2019/02/14,cl,75,284564,6t94PGXYAuo9GbJEnMpPcW,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tavárez', 'Rafa Pabön']","['trap latino', 'reggaeton flow', 'reggaeton', 'trap argentino']",307435,False,La Forma en Que Me Miras
2019/09/19,pl,90,146901,0RiRZpuVRbi7oqRdSMwhQY,"['Post Malone', 'Swae Lee']","['rap', 'trap', 'dfw rap', 'melodic rap']",157560,False,Sunflower - Spider-Man: Into the Spider-Verse
2015/10/01,it,176,32132,2SDx0PooHZI1SQKR0y44bs,['MIKA'],"['pop', 'europop']",187733,False,Grace Kelly
2022/03/31,id,176,307316,5TtmfZaNSYEcTR49cureT0,['SAMSONS'],"['indonesian pop rock', 'indonesian pop']",247000,False,Kenangan Terindah
2021/09/23,hu,183,23115,3eJH2nAjvNXdmPfBkALiPZ,['Jason Derulo'],"['dance pop', 'pop rap', 'edm', 'pop', 'post-teen pop']",139672,False,Acapulco
2015/06/25,at,144,1065,2BF1X5nkYYSb0AUTRaGkDm,['Martin Garrix'],"['tropical house', 'dance pop', 'pop dance', 'edm', 'electro house', 'progressive house', 'dutch edm', 'pop']",230634,False,Forbidden Voices
2020/04/16,nl,138,204988,2p8IUWQDrpjuFltbdgLOag,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",361026,False,After Hours
2015/10/15,tr,185,12258,2cGxRwrMyEAp8dEbuZaVv6,"['Daft Punk', 'Julian Casablancas']","['electro', 'indie rock', 'filter house']",337560,False,Instant Crush (feat. Julian Casablancas)
2021/03/18,ua,118,20193,3yqd95PmrKPCm8GatVA34l,"['MAYOT', 'FEDUK']","['russian pop', 'russian hip hop', 'russian drill', 'russian alt pop', 'russian trap']",200000,False,Море
2014/10/19,it,2,225003,4VrWlk8IQxevMvERoX08iC,['Sia'],"['dance pop', 'australian dance', 'pop', 'australian pop']",216120,False,Chandelier
2018/09/20,gt,86,16982,0pqnGHJpmpxLKifKRmU6WP,['Imagine Dragons'],"['modern rock', 'rock']",204346,False,Believer
2016/10/20,cl,104,88308,69uxyAqqPIsUyTO8txoP2M,['Coldplay'],"['permanent wave', 'pop']",263786,False,Adventure of a Lifetime
2019/11/28,se,188,148075,2qKtQuFukH2d0m3FNROcqH,['Miriam Bryant'],"['swedish pop rap', 'swedish idol pop', 'swedish pop']",248626,False,Blåmärkshårt (Mi Amor)
2015/11/05,be,103,15652,5pY3ovFxbvAg7reGZjJQSp,['Ed Sheeran'],"['pop', 'uk pop']",299146,False,I See Fire
2018/07/12,sv,147,6840,3hVaK0zn3sVWWY8TvN1Te5,['Luis Miguel'],"['bolero', 'latin pop']",236413,False,Cuando Calienta El Sol
2019/01/17,pt,162,27524,6gBFPUFcJLzWGx4lenP6h2,['Travis Scott'],"['slap house', 'rap']",243836,True,goosebumps
2015/01/25,uy,16,7056,2xjcDF21U2ccgE2LEeiMbf,['Marama'],['cumbia pop'],144992,False,Loquita
2018/08/02,dk,181,52280,4ofwffwvvnbSkrMSCKQDaC,['George Ezra'],"['folk-pop', 'neo-singer-songwriter']",201287,False,Shotgun
2020/01/30,gr,159,14653,3Fj47GNK2kUF0uaEDgXLaD,['Billie Eilish'],"['art pop', 'pop', 'electropop']",221543,False,wish you were gay
2015/08/20,nz,192,14842,6uZ2x1Z6DSpOGAlVlvuhif,['Sam Smith'],"['dance pop', 'pop', 'uk pop']",253208,False,Lay Me Down
2017/05/18,hk,196,13078,0F02KChKwbcQ3tk4q1YxLH,['Jay Chou'],"['taiwan pop', 'mandopop', 'zhongguo feng', 'c-pop']",269746,False,晴天
2017/12/21,id,151,80078,68m6iwhKElLTBaGRG1LLwE,"['Diplo', 'MØ']","['house', 'tropical house', 'moombahton', 'ninja', 'dance pop', 'electropop', 'pop dance', 'uk pop', 'edm', 'danish pop', 'electro house', 'pop']",172500,False,Get It Right (feat. MØ)
2019/05/09,sk,92,10103,4Q8aDd3H6LF8t4eY7So9O8,"['Marshmello', 'Tyga', 'Chris Brown']","['pop rap', 'southern hip hop', 'progressive electro house', 'pop', 'rap', 'pop dance', 'r&b', 'dance pop', 'brostep', 'trap', 'hip hop', 'edm']",137448,True,Light It Up (with Tyga & Chris Brown)
2016/03/31,gr,108,3396,7y2YUIyCuVhBidENVT0068,['Ellie Goulding'],"['pop', 'indietronica', 'uk pop', 'post-teen pop', 'metropopolis', 'electropop', 'dance pop', 'edm']",252538,False,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
2016/12/29,ca,144,143054,1Qi2wh8fFgDV7tl4Sj3f2K,['Sam Smith'],"['dance pop', 'pop', 'uk pop']",170964,False,Have Yourself A Merry Little Christmas
2016/12/01,bg,21,8556,5gDWsRxpJ2lZAffh5p7K0w,"['The Weeknd', 'Lana Del Rey']","['canadian contemporary r&b', 'art pop', 'pop', 'canadian pop']",111626,False,Stargirl Interlude
2022/03/03,ie,147,44168,22skzmqfdWrjJylampe0kt,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['pop', 'dance pop', 'pop rap', 'seattle hip hop']",258431,False,Can't Hold Us (feat. Ray Dalton)
2014/06/22,do,3,5266,3U4isOIWM3VvDubwSI3y7a,['John Legend'],"['pop', 'pop soul', 'urban contemporary', 'neo soul', 'r&b']",269560,False,All of Me
2019/12/05,hn,147,9335,56BAJvpaWgvr6C4wmc37iU,"['Jhay Cortez', 'Wisin & Yandel']","['reggaeton', 'trap latino', 'electro latino', 'reggaeton flow', 'latin hip hop']",246653,False,Imaginaste - Remix
2022/04/07,ie,15,133111,5PjdY0CKGZdEuoNab3yDmX,"['The Kid LAROI', 'Justin Bieber']","['australian hip hop', 'pop', 'canadian pop']",141805,True,STAY (with Justin Bieber)
2023/03/30,sg,108,62454,0rhI6gvOeCKA502RdJAbfs,['TOMORROW X TOGETHER'],"['k-pop', 'k-pop boy group']",186570,False,Sugar Rush Ride
2022/03/10,ng,167,12735,69yAyXc2pJCvgdAaCLUYqY,"['DJ Neptune', 'Lojay', 'Zlatan']","['afro dancehall', 'nigerian hip hop', 'alte', 'azontobeats', 'afropop', 'nigerian pop']",200973,False,Only Fan
2020/11/05,cz,128,34955,4uUb7GANdO6NjEGlvfz7ih,"['Paulie Garand', 'Kenny Rough']","['czech hip hop', 'czsk hip hop']",236899,False,Trip
2017/01/26,co,15,181736,5J1c3M4EldCfNxXwrwt8mT,['Sebastian Yatra'],"['reggaeton colombiano', 'colombian pop']",228466,False,Traicionera
2018/03/15,nl,45,482824,7EmGUiUaOSGDnUUQUDrOXC,"['Selena Gomez', 'Marshmello']","['progressive electro house', 'pop', 'post-teen pop', 'pop dance', 'dance pop', 'brostep', 'edm']",197993,False,Wolves
2017/06/08,pt,186,16950,6nxQdXa1uAL0rY72wPZu89,['John Legend'],"['pop', 'pop soul', 'urban contemporary', 'neo soul', 'r&b']",210293,False,Love Me Now
2016/04/14,us,45,2378663,62vpWI1CHwFy7tMIcSStl8,['J. Cole'],"['conscious hip hop', 'north carolina hip hop', 'hip hop', 'rap']",292986,True,No Role Modelz
2019/06/27,cr,181,19851,41Q5dO5UhYF7ufAZ9wbWHa,"['Mr. Vegas', 'Lizi', 'Walshy Fire']","['instrumental funk', 'dancehall', 'soca', 'reggae fusion', 'azonto']",157000,False,So High
2022/03/17,lt,74,11034,776AftMmFFAWUIEAb3lHhw,['Måneskin'],"['italian pop', 'indie rock italiano']",194786,True,ZITTI E BUONI
2014/12/21,do,90,2780,6Z8R6UsFuGXGtiIxiD8ISb,['Capital Cities'],"['modern rock', 'metropopolis']",192789,False,Safe And Sound
2023/04/06,ch,39,96984,1aOl53hkZGHkl2Snhr7opL,['Dean Lewis'],"['australian pop', 'pop']",163603,False,How Do I Say Goodbye
2018/05/31,co,119,48282,6PZraXLVqn18HrwCf9fdzH,['Sebastian Yatra'],"['reggaeton colombiano', 'colombian pop']",226160,False,Quiero Decirte
2021/06/24,nl,46,426475,5JCoSi02qi3jJeHdZXMmR8,['Olivia Rodrigo'],['pop'],152666,False,favorite crime
2020/07/23,cr,91,33500,3jjujdWJ72nww5eGnfs2E7,['Harry Styles'],['pop'],207133,False,Adore You
2022/04/28,hn,140,16105,4NUt1fcnO9aQAELBgXq3Kr,['Alejandro Fernández'],"['rock en espanol', 'mexican pop', 'latin pop', 'musica mexicana', 'latin arena pop', 'ranchera', 'mariachi']",231773,False,Me Dediqué a Perderte
2020/11/12,ec,154,35601,2D9itdl85AQVNpTfrxvUGj,['Danna Paola'],"['latin pop', 'latin viral pop', 'pop', 'mexican pop']",182600,False,Mala Fama
2020/06/04,hu,15,56288,2rRJrJEo19S2J82BDsQ3F7,['Trevor Daniel'],"['pop', 'pop rap', 'melodic rap']",159381,False,Falling
2021/12/02,sv,61,33641,3HgvO4B5LLmdPOT2d8cSZd,"['LAGOS', 'Danny Ocean']","['reggaeton', 'pop venezolano', 'trap latino']",192313,False,Mónaco
2021/07/29,sg,178,40283,1xBQDoxqFyloelbnfju8na,"['blackbear', 'Tate McRae']","['pop rap', 'pop']",189062,True,u love u (with Tate McRae)
2022/08/25,in,62,1094183,7ef4DlsgrMEH11cDZd32M6,"['Calvin Harris', 'Dua Lipa']","['pop', 'progressive house', 'uk pop', 'electro house', 'house', 'uk dance', 'dance pop', 'edm']",214846,False,One Kiss (with Dua Lipa)
2017/02/16,pe,19,219171,7eWjKYlhZyM8kPz6JJ35aN,['Ozuna'],"['puerto rican pop', 'trap latino', 'reggaeton']",226704,False,Dile Que Tu Me Quieres
2020/10/08,cy,47,3629,4Ws314Ylb27BVsvlZOy30C,['BLACKPINK'],"['k-pop girl group', 'k-pop']",194765,False,Lovesick Girls
2016/05/19,cz,2,42033,6JV2JOEocMgcZxYSZelKcc,['Justin Timberlake'],"['dance pop', 'pop']",236001,False,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
2017/06/08,uy,27,35258,3BY2mafsbsoKGqS380Xnuz,"['Don Omar', 'Zion & Lennox']","['puerto rican pop', 'trap latino', 'latin hip hop', 'reggaeton']",211626,False,Te Quiero Pa´Mi
2016/02/11,do,133,4459,46lFttIf5hnUZMGvjK0Wxo,['Galantis'],"['pop', 'pop dance', 'electro house', 'dance pop', 'tropical house', 'edm']",227073,False,Runaway (U & I)
2021/10/21,fi,65,74316,2Wkxml4dRbAyXHQSCFh0lK,['JVG'],"['finnish trap', 'finnish hip hop', 'finnish dance pop', 'finnish pop']",191325,False,Liike on lääke
2022/03/10,hk,33,63822,2P8bKzgGEUhgdSeTObumUR,"['Anson Kong 江𤒹生', 'Alton Wong 王智德']","['cantopop', 'hk-pop']",243026,False,REBOUND
2020/01/16,my,77,77946,0rKtyWc8bvkriBthvHKY8d,['Joji'],['viral pop'],209273,True,SLOW DANCING IN THE DARK
2013/10/20,sg,23,5385,3lvjylsu8P2mScgru26w1X,['Britney Spears'],"['dance pop', 'pop']",247853,True,Work B**ch
2022/09/15,us,21,4087020,59nOXPmaKlBfGMDeOVGrIK,"['Future', 'Drake', 'Tems']","['southern hip hop', 'alte', 'canadian pop', 'nigerian pop', 'toronto rap', 'afro r&b', 'r&b', 'canadian hip hop', 'atl hip hop', 'trap', 'hip hop', 'rap']",189893,True,WAIT FOR U (feat. Drake & Tems)
2019/10/31,za,5,59907,2b8fOow8UzyDFAE27YhOZM,['Maroon 5'],['pop'],189486,False,Memories
2019/12/26,sv,159,12640,4uP3pUP18ennmz0tb3GphR,['Bad Bunny'],"['reggaeton', 'trap latino']",197967,True,Solo de Mi
2019/10/10,es,198,228545,4YePGWYi0BlfbMMjcN1dr7,['FERNANDOCOSTA'],"['rap espanol', 'spanish hip hop']",182129,True,Malamanera
2017/04/20,py,197,4435,1Eck97uRMlprKOOJN9oO1E,"['G-Eazy', 'Kehlani']","['pop rap', 'pop', 'oakland hip hop', 'indie pop rap', 'post-teen pop', 'r&b', 'dance pop', 'rap']",225525,False,Good Life (with G-Eazy & Kehlani)
2019/09/05,ca,2,1595337,6v3KW9xbzN5yKLt9YKDYA2,"['Shawn Mendes', 'Camila Cabello']","['viral pop', 'pop', 'canadian pop', 'uk pop', 'dance pop', 'post-teen pop']",190799,False,Señorita
2022/09/29,za,64,49269,7rglLriMNBPAyuJOMGwi39,"['Elton John', 'Dua Lipa', 'PNAU']","['australian dance', 'pop', 'mellow gold', 'australian electropop', 'glam rock', 'piano rock', 'aussietronica', 'alternative dance', 'dance pop', 'uk pop']",202735,False,Cold Heart - PNAU Remix
2018/02/01,br,182,361288,6AaoEX192rJ6o3UFwG43sV,"['DENNIS', 'Mc Leléto', 'Mc Maromba']","['funk ostentacao', 'deep funk ostentacao', 'funk carioca', 'funk das antigas']",187839,False,Automaticamente
2016/02/18,tr,157,16720,6nsLzJfvp5OLd4mgqUJkpq,['Avicii'],"['pop rap', 'pop', 'pop dance', 'dance pop', 'edm']",230613,False,Waiting For Love
2015/03/15,ph,128,35438,6FE2iI43OZnszFLuLtvvmg,['MKTO'],"['pop rap', 'pop', 'uk pop', 'dance pop', 'pop rock', 'post-teen pop']",175426,False,Classic
2021/03/25,au,190,229440,6Amt2E3nanH9lhZnas9oOs,['Choirboys'],['australian rock'],251586,False,Run to Paradise
2015/03/15,hn,181,1213,6xXZlUoDIg9ez0n7QvZd9x,"['Nicki Minaj', 'Drake', 'Lil Wayne', 'Chris Brown']","['queens hip hop', 'pop rap', 'pop', 'canadian pop', 'toronto rap', 'hip pop', 'r&b', 'canadian hip hop', 'dance pop', 'new orleans rap', 'trap', 'hip hop', 'rap']",312026,False,Only
2016/08/04,py,77,7592,1Tt4sE4pXi57mTD1GCzsqm,['Rihanna'],"['pop', 'dance pop', 'barbadian pop', 'urban contemporary']",191600,True,Needed Me
2022/01/06,ru,19,338492,1D4ptfeNRLRWu52uzIXW5d,['INSTASAMKA'],"['russian hip hop', 'zhenskiy rep']",121423,True,LIPSI HA
2018/02/01,nl,15,781715,2xmrfQpmS2iJExTlklLoAL,"['Clean Bandit', 'Julia Michaels']","['pop', 'uk funky', 'alt z', 'uk pop', 'pop dance', 'electropop', 'uk dance', 'dance pop', 'edm', 'tropical house', 'post-teen pop']",205747,False,I Miss You (feat. Julia Michaels)
2019/11/28,de,182,417343,5iIgIxtMNeogKaFUfvuAbs,['Shirin David'],"['german hip hop', 'frauenrap', 'german pop']",162996,True,Gib Ihm
